freelancer_id,hours_worked_per_week,experience_years,skills_count,average_rating,completed_projects,client_return_rate,hourly_rate,region,income_generated
2275,14,1.4,19,3.24,50,0.04,57.84,Oceania,3038.69
2276,55,8.4,15,4.42,199,0.73,35.95,Oceania,6706.56
2277,39,1.0,14,4.62,137,0.9,34.97,Asia,4807.65
2278,33,1.2,10,3.54,36,0.63,91.95,Africa,10666.4
2279,58,3.6,12,4.28,23,0.66,86.57,Africa,22360.09
2280,19,4.3,1,4.15,74,0.47,132.63,Europe,7587.15
2281,37,8.0,17,5.0,50,0.16,99.6,Oceania,12869.91
2282,11,0.7,9,3.75,55,0.01,124.7,Europe,3499.58
2283,16,4.8,19,4.66,125,0.34,14.54,Asia,378.14
2284,53,4.0,18,4.77,12,0.75,103.94,North America,22216.19
2285,34,0.2,7,4.1,83,0.96,42.72,Europe,3633.24
2286,25,1.5,9,4.35,32,0.43,45.4,Asia,3257.24
2287,35,1.0,12,4.74,152,0.37,110.88,Europe,14437.23
2288,28,1.1,7,3.65,86,0.45,121.08,Europe,8399.13
2289,24,12.2,14,3.99,195,0.43,62.04,Europe,3782.26
2290,41,3.1,15,4.29,155,0.63,120.61,South America,22138.15
2291,8,3.8,15,5.0,189,0.73,72.12,South America,2868.33
2292,32,11.3,6,4.0,19,0.78,130.07,Africa,13661.99
2293,48,1.4,14,4.07,51,0.65,13.49,South America,2045.17
2294,24,4.9,2,4.97,64,0.44,21.69,Asia,2307.97
2295,28,1.7,8,4.53,130,0.95,118.69,Europe,8413.36
2296,54,6.1,13,5.0,164,0.71,97.37,South America,19649.7
2297,53,0.6,6,4.75,128,0.43,88.26,Oceania,18120.78
2298,55,8.9,5,4.13,139,0.45,95.96,Europe,22540.56
2299,36,0.7,5,4.06,196,0.82,140.23,North America,23349.73
2300,45,1.2,1,3.79,196,0.44,101.78,Africa,14550.28
2301,40,4.2,9,3.55,64,0.52,100.65,South America,14219.94
2302,57,1.5,6,4.37,1,0.29,116.33,Oceania,26556.72
2303,38,2.8,7,4.51,89,0.84,131.33,Oceania,23383.75
2304,40,1.8,9,4.57,26,0.52,46.67,Europe,8462.61
2305,6,4.1,5,4.14,139,0.55,96.34,North America,2198.24
2306,19,0.8,14,5.0,87,0.88,91.76,Africa,7661.34
2307,38,0.2,5,3.52,2,0.92,28.88,Africa,2759.02
2308,40,1.1,8,3.46,93,0.82,82.84,North America,10953.46
2309,10,1.9,7,3.79,168,0.07,19.74,South America,631.45
2310,43,0.6,13,4.2,119,0.44,35.89,South America,4055.39
2311,46,1.3,13,3.65,132,0.34,137.81,Europe,25076.77
2312,55,1.5,8,4.87,80,0.21,26.69,Asia,6453.99
2313,55,0.2,11,3.83,111,0.91,91.05,Europe,19674.97
2314,58,2.6,18,3.74,165,0.89,55.29,Europe,12796.19
2315,16,6.5,19,4.73,126,0.47,87.74,Europe,3557.63
2316,7,0.5,6,4.3,189,0.13,42.9,North America,1426.96
2317,49,2.7,2,4.59,5,0.01,72.21,Africa,12191.33
2318,22,3.3,13,4.18,143,0.44,131.43,Africa,11743.94
2319,44,1.6,11,4.34,195,0.04,62.67,Asia,8910.15
2320,25,3.6,1,3.48,26,0.61,59.42,South America,5488.41
2321,19,1.6,2,4.13,6,0.61,72.46,Europe,4465.69
2322,37,2.1,17,3.68,123,0.9,24.07,North America,3544.49
2323,39,0.0,8,5.0,44,0.19,64.23,North America,6668.0
2324,30,3.5,2,4.85,58,0.37,10.97,Europe,1075.85
2325,12,3.2,6,3.87,81,0.86,80.48,North America,3324.7
2326,40,0.1,5,4.1,46,0.47,128.71,North America,21547.88
2327,52,1.4,16,4.12,102,0.06,87.29,Europe,18548.7
2328,34,11.6,8,5.0,170,0.11,95.08,Asia,14664.0
2329,27,1.6,19,4.4,48,0.81,14.28,North America,1654.63
2330,46,2.1,16,3.99,114,0.74,130.33,Africa,18538.08
2331,48,7.2,13,4.27,155,0.88,63.9,Oceania,13178.73
2332,18,3.8,7,3.43,20,0.12,146.48,Africa,9213.57
2333,18,2.6,16,4.16,198,0.76,26.87,Oceania,1209.94
2334,6,4.8,16,3.66,115,0.66,142.25,Oceania,3653.06
2335,59,6.0,12,3.28,163,0.23,98.8,Africa,15694.28
2336,41,1.8,14,5.0,76,0.97,17.33,Europe,2240.53
2337,9,1.9,18,4.19,176,0.57,146.04,Oceania,5689.22
2338,42,1.5,18,3.81,195,0.91,11.94,Africa,1990.96
2339,49,10.2,16,3.35,196,0.86,112.3,South America,23604.86
2340,45,3.6,16,4.09,121,0.33,134.53,North America,18570.31
2341,58,0.3,13,4.13,180,0.54,34.61,Asia,9087.28
2342,51,6.0,9,4.58,109,0.43,58.07,Oceania,12557.95
2343,18,2.0,9,3.72,68,0.71,88.57,Africa,6778.15
2344,43,0.2,13,3.93,132,0.59,105.17,Europe,18582.11
2345,29,2.4,4,3.74,167,0.78,132.06,Oceania,14583.35
2346,24,1.6,9,4.09,149,0.01,116.55,Asia,7197.67
2347,6,6.3,15,3.2,66,0.69,60.87,Europe,1298.0
2348,43,0.7,14,3.8,144,0.32,125.04,Asia,21452.26
2349,10,5.3,19,4.51,135,0.22,145.25,Asia,4687.51
2350,21,2.4,12,3.59,83,0.8,41.78,North America,3583.2
2351,29,0.2,6,4.7,9,0.09,20.37,Oceania,2053.03
2352,32,10.7,3,4.64,17,0.23,69.73,Oceania,8763.9
2353,6,2.2,16,4.68,113,0.2,133.4,Oceania,2266.71
2354,39,1.0,17,4.2,140,0.42,31.04,Asia,3501.65
2355,41,1.9,16,4.15,185,0.32,134.01,South America,15616.32
2356,9,5.9,6,4.36,173,0.72,148.91,South America,5585.22
2357,5,1.1,8,4.86,120,0.7,17.56,South America,-71.79
2358,44,0.6,19,4.81,11,0.33,79.34,Europe,8233.18
2359,16,0.4,2,3.37,141,0.44,56.04,North America,4189.28
2360,40,1.1,14,3.76,159,0.21,65.12,Europe,7426.66
2361,49,4.5,12,3.67,26,0.67,73.23,Oceania,14305.92
2362,27,1.9,17,4.56,63,0.4,113.56,Oceania,14355.16
2363,51,0.8,15,3.86,159,0.13,92.78,Africa,18144.14
2364,35,0.5,18,4.1,22,0.13,144.57,Oceania,21911.89
2365,15,1.2,16,5.0,134,0.32,56.59,South America,4338.54
2366,14,8.4,13,4.76,148,0.75,85.81,North America,5224.23
2367,7,1.3,17,4.89,10,0.03,123.87,South America,3422.8
2368,58,13.3,8,3.84,83,0.26,62.22,North America,12316.18
2369,18,2.0,1,2.81,163,0.16,75.14,Europe,5174.98
2370,20,0.6,3,4.0,26,0.96,105.9,Oceania,9688.24
2371,14,6.7,16,3.48,71,0.71,130.5,Europe,8272.21
2372,33,1.9,2,3.23,37,0.23,68.2,South America,10200.51
2373,14,3.7,15,4.76,136,0.21,84.47,Asia,4436.46
2374,16,12.4,1,3.75,133,0.86,146.52,North America,8293.62
2375,34,0.2,9,3.8,172,0.19,15.95,Oceania,1667.21
2376,45,0.3,16,4.02,126,1.0,72.75,Africa,7750.74
2377,5,3.8,4,5.0,115,0.28,99.04,Asia,2126.37
2378,9,1.0,12,4.12,92,0.08,11.18,Europe,203.44
2379,24,0.6,1,4.68,195,0.69,93.55,North America,7177.39
2380,12,0.1,1,4.04,117,0.61,17.87,Asia,672.61
2381,47,0.1,7,3.41,49,1.0,130.06,Africa,15330.64
2382,16,4.5,18,3.61,36,0.8,122.99,Asia,9366.92
2383,5,0.4,15,4.2,26,0.43,14.52,Africa,213.47
2384,58,1.9,13,4.25,45,0.68,16.83,Europe,4809.9
2385,24,2.8,16,4.47,61,0.82,115.51,North America,9557.94
2386,32,1.7,7,4.47,172,0.51,61.74,Europe,5176.2
2387,47,0.1,16,4.65,132,0.27,90.5,North America,17133.49
2388,41,4.6,13,3.82,76,0.21,47.85,Asia,8887.59
2389,51,0.0,14,5.0,58,0.3,34.22,Europe,5744.55
2390,41,4.3,17,5.0,105,0.85,51.45,North America,8676.17
2391,16,6.7,12,3.94,26,0.38,44.54,Oceania,3188.26
2392,41,1.7,13,3.8,95,0.29,72.76,Africa,8880.82
2393,53,2.3,15,3.31,79,0.81,114.53,North America,26094.6
2394,53,1.9,4,4.29,128,0.03,87.58,Oceania,14299.45
2395,48,1.5,2,4.43,157,0.59,95.28,Europe,15630.6
2396,32,6.6,18,3.91,137,0.87,75.81,Europe,7574.97
2397,51,6.7,2,4.34,78,0.41,55.46,Asia,9568.88
2398,19,1.2,15,3.51,36,0.27,30.09,Africa,1200.85
2399,10,2.9,19,4.68,132,0.49,59.64,North America,2218.55
2400,48,7.8,15,3.93,59,0.72,103.13,Europe,17563.97
2401,24,9.8,10,4.34,165,0.52,112.73,North America,10701.48
2402,54,2.1,11,4.31,124,0.01,75.69,South America,16317.5
2403,18,1.8,10,3.22,88,0.08,100.3,Africa,6783.5
2404,6,1.0,5,4.62,81,0.72,39.48,Africa,865.77
2405,13,9.6,9,3.81,141,0.4,130.41,Oceania,8044.2
2406,41,0.5,19,4.3,148,0.78,131.23,South America,17786.23
2407,24,2.6,13,3.5,17,0.65,54.85,Africa,3883.91
2408,30,1.0,18,3.96,51,0.58,86.68,South America,9642.58
2409,33,1.0,17,4.38,55,0.9,94.93,North America,13222.81
2410,5,1.6,6,3.66,161,0.02,76.14,South America,817.84
2411,59,20.2,10,3.69,149,0.16,137.56,Asia,24570.29
2412,39,0.2,2,4.26,81,0.62,113.56,Oceania,19401.53
2413,10,2.6,6,4.12,150,0.07,104.15,South America,3933.07
2414,41,0.3,13,4.37,153,0.64,82.81,North America,11643.22
2415,57,0.5,18,4.02,195,0.98,21.88,Africa,5424.3
2416,9,1.7,7,4.52,110,0.88,25.09,Asia,626.95
2417,37,2.1,2,3.92,140,0.59,51.86,South America,7577.69
2418,53,0.9,14,4.5,143,0.89,39.61,Oceania,6789.88
2419,55,1.1,5,3.75,86,0.12,143.35,Oceania,20435.27
2420,18,0.3,18,3.89,2,0.45,67.37,North America,3250.35
2421,16,1.1,11,4.57,132,0.43,132.72,Asia,8067.68
2422,46,10.2,10,3.94,45,0.34,124.53,Asia,14254.74
2423,24,8.7,11,3.61,13,0.0,123.76,Asia,11280.81
2424,57,1.2,2,5.0,55,0.89,40.2,South America,10996.02
2425,54,2.5,15,4.18,160,0.78,72.63,North America,16958.33
2426,28,7.2,7,4.44,22,0.65,54.51,North America,4749.94
2427,47,0.0,9,3.07,89,0.13,145.86,North America,18537.78
2428,38,5.0,5,4.87,55,0.38,132.74,Europe,17360.55
2429,29,8.9,7,5.0,145,0.92,44.99,Africa,4499.25
2430,54,0.3,2,4.82,198,0.62,53.89,North America,13747.52
2431,33,0.5,3,4.89,179,0.6,84.05,Europe,13429.34
2432,43,9.7,2,4.0,136,0.91,49.0,Europe,7184.59
2433,35,2.3,19,4.33,189,0.56,125.43,Asia,12126.63
2434,51,0.0,4,4.44,97,0.6,124.69,Africa,29322.91
2435,47,0.9,7,3.85,138,0.35,111.41,Asia,22519.95
2436,54,1.8,7,4.14,19,0.37,106.5,Africa,20792.74
2437,27,3.5,17,3.7,128,0.69,86.62,Asia,7663.68
2438,48,4.0,19,4.0,142,0.32,58.6,Oceania,9944.51
2439,42,16.2,16,4.62,67,0.56,127.17,South America,24191.35
2440,24,1.0,3,3.32,183,0.28,130.24,Africa,9071.93
2441,27,2.3,15,4.68,61,0.17,16.93,Oceania,1994.83
2442,49,2.3,14,3.41,184,0.45,65.81,Europe,7803.22
2443,56,1.6,15,4.23,63,0.22,13.73,Europe,3580.7
2444,20,0.6,14,4.27,105,0.9,127.53,Africa,9419.26
2445,54,11.4,7,4.49,104,0.3,34.79,Asia,5764.93
2446,46,5.8,3,4.11,139,0.6,104.34,South America,11630.46
2447,59,2.1,17,3.68,175,0.26,60.03,South America,13381.73
2448,12,2.8,10,4.29,134,0.26,124.25,North America,4461.92
2449,54,0.8,15,5.0,34,0.35,81.36,Africa,17083.51
2450,25,2.4,6,4.19,193,0.92,55.42,South America,4349.13
2451,5,3.6,17,3.76,99,0.39,55.34,Asia,632.77
2452,59,2.2,17,3.97,64,0.82,55.77,Asia,11680.14
2453,12,13.9,14,4.28,87,0.2,120.4,Europe,5340.42
2454,33,2.8,18,4.07,81,0.05,109.56,South America,12275.93
2455,36,1.4,5,4.0,66,0.78,54.69,South America,6641.83
2456,42,4.4,8,4.86,159,0.54,78.63,Asia,13005.24
2457,9,0.6,7,4.46,83,0.5,20.66,Europe,906.34
2458,51,1.5,4,4.14,190,0.27,125.85,South America,17398.09
2459,26,1.3,18,4.14,182,0.07,47.23,Asia,3632.42
2460,51,1.7,5,4.29,92,0.48,134.49,Europe,18605.58
2461,38,4.6,16,4.48,136,0.87,93.55,Europe,14579.11
2462,5,2.0,14,4.84,170,0.12,89.49,Asia,1693.78
2463,59,4.7,19,3.99,169,0.93,32.78,Europe,6495.89
2464,59,2.6,14,3.7,187,0.27,19.73,Oceania,4959.49
2465,30,1.3,9,3.92,168,0.53,87.37,Oceania,8261.56
2466,47,5.0,6,3.76,150,0.07,75.52,Europe,13528.16
2467,14,0.8,17,3.44,152,0.43,26.76,North America,949.76
2468,34,0.8,19,4.91,38,0.13,126.98,Europe,17759.13
2469,54,2.1,12,4.63,130,0.05,68.41,South America,14939.69
2470,22,0.9,4,3.06,125,0.97,46.46,Europe,4264.92
2471,21,0.0,16,4.31,41,0.73,120.36,South America,11135.91
2472,30,3.1,11,4.01,19,0.72,137.83,Asia,17294.01
2473,12,2.1,4,3.95,105,0.09,52.83,Europe,2374.7
2474,51,1.8,17,2.96,130,0.93,118.63,Asia,19353.17
2475,44,10.2,8,4.19,92,0.47,101.35,Africa,14416.37
2476,53,2.5,14,4.24,96,0.85,148.56,Oceania,36831.87
2477,16,6.0,2,3.61,62,0.01,38.56,Europe,2935.61
2478,31,0.5,11,5.0,16,0.3,144.5,Asia,16839.06
2479,12,2.5,11,4.6,94,1.0,54.14,Africa,2368.3
2480,29,6.1,6,3.67,150,0.43,67.67,South America,8583.65
2481,50,2.6,14,4.71,142,0.89,60.24,South America,9291.34
2482,8,3.8,10,3.97,116,0.33,47.58,Oceania,1062.4
2483,37,1.4,8,4.73,56,0.53,107.05,Oceania,15694.4
2484,5,0.3,7,3.48,65,0.85,92.48,South America,989.99
2485,23,1.8,8,4.29,173,0.61,52.8,South America,4072.4
2486,35,1.5,8,3.59,54,0.73,28.51,South America,4693.57
2487,20,6.1,2,3.78,194,0.23,54.43,North America,3116.68
2488,18,0.8,16,3.23,86,0.16,63.37,Oceania,5288.32
2489,57,10.2,9,3.58,174,0.23,63.29,Asia,17141.42
2490,52,9.5,13,3.58,161,0.49,60.02,Africa,13561.81
2491,9,0.9,12,3.52,50,0.8,16.82,Africa,804.71
2492,45,1.3,17,4.29,105,0.35,74.96,Europe,12574.6
2493,30,6.8,2,3.32,22,0.56,127.07,Asia,14296.33
2494,32,10.2,13,4.35,40,0.8,35.25,Oceania,4758.64
2495,6,1.8,1,4.7,39,0.24,30.39,North America,633.1
2496,54,1.2,19,3.76,105,0.88,76.06,North America,13647.63
2497,10,2.2,11,4.16,169,0.95,61.88,Asia,2288.02
2498,13,3.5,5,4.03,68,0.04,88.58,South America,4669.66
2499,37,1.0,1,3.99,7,0.06,142.59,South America,22206.06
2500,45,4.0,13,2.92,85,0.09,116.52,Asia,21192.47
2501,29,0.2,8,3.64,199,0.78,106.19,Oceania,12948.72
2502,52,0.2,6,4.93,132,0.19,68.23,Africa,14103.11
2503,17,1.5,17,4.36,76,0.73,50.23,South America,2834.66
2504,13,1.3,12,4.08,91,0.44,85.64,Europe,3158.07
2505,57,1.1,1,3.19,187,0.84,133.96,Oceania,32767.59
2506,17,2.0,3,4.5,84,0.81,132.74,Oceania,5544.06
2507,35,1.2,14,3.74,154,0.96,72.37,North America,12180.33
2508,45,0.6,8,3.58,31,0.25,44.47,South America,8640.8
2509,15,1.1,11,3.63,99,0.23,41.55,Africa,2010.25
2510,8,11.1,14,4.46,197,0.03,14.76,Oceania,765.88
2511,38,1.6,8,4.16,52,0.41,127.97,South America,18948.71
2512,42,1.8,3,4.63,112,0.46,47.08,South America,4996.08
2513,50,2.6,7,4.76,72,0.96,60.26,North America,11096.47
2514,8,12.3,19,3.83,21,0.83,123.29,Europe,2980.65
2515,42,0.8,4,4.18,16,0.17,26.8,Oceania,3353.63
2516,23,3.4,16,4.05,179,0.8,74.57,Europe,6030.94
2517,10,3.8,13,3.52,16,0.18,27.13,Africa,768.3
2518,38,2.8,19,3.59,146,0.08,71.86,Asia,9870.97
2519,22,0.3,5,4.12,175,0.84,16.6,Asia,1151.45
2520,17,3.4,5,4.17,56,0.98,82.47,Asia,4351.32
2521,45,0.2,4,4.17,156,0.09,121.4,Africa,19961.74
2522,27,2.7,2,4.17,82,0.81,104.68,Oceania,8769.8
2523,23,4.0,13,3.79,78,0.86,81.28,South America,5729.75
2524,49,0.7,16,5.0,184,0.12,126.03,Europe,25906.86
2525,15,5.5,2,4.32,37,0.28,41.89,Europe,1988.72
2526,5,0.1,19,3.91,144,0.73,126.31,South America,1914.84
2527,28,5.6,17,4.4,193,0.81,48.69,Oceania,4206.51
2528,58,1.9,5,3.77,60,0.35,60.75,Europe,13633.96
2529,11,0.7,18,4.21,189,0.16,27.98,Oceania,1108.92
2530,29,0.4,18,4.4,11,0.65,24.25,Europe,3175.1
2531,25,9.2,8,4.48,126,0.7,140.5,Asia,15019.65
2532,19,0.2,15,3.57,66,0.5,36.6,Asia,2272.72
2533,5,0.7,13,5.0,126,0.14,56.66,North America,799.89
2534,16,1.3,13,4.79,32,0.84,84.08,North America,3687.54
2535,11,2.9,16,5.0,147,0.65,58.7,Europe,2516.16
2536,19,2.4,13,4.07,56,0.87,131.82,Asia,9269.79
2537,25,0.4,2,4.32,5,0.93,136.1,Oceania,13864.37
2538,23,1.0,3,4.22,131,0.81,55.64,North America,3865.1
2539,33,0.8,15,3.93,156,0.96,22.88,North America,2352.61
2540,29,0.7,19,4.58,90,0.95,39.42,Asia,3737.0
2541,37,1.6,13,3.76,94,0.62,76.42,Oceania,12041.6
2542,53,3.7,5,4.55,72,0.73,50.39,North America,7336.87
2543,36,0.7,6,3.95,100,0.7,73.49,South America,10131.46
2544,53,1.4,14,4.4,29,0.62,116.22,Oceania,15774.72
2545,39,1.5,4,4.93,59,0.02,68.89,South America,9824.13
2546,48,11.2,19,4.13,25,0.36,37.58,Asia,4485.84
2547,42,9.3,7,4.59,150,0.1,60.12,Asia,7160.72
2548,30,4.8,4,3.95,97,0.3,114.02,North America,9125.98
2549,15,0.8,2,3.61,101,0.07,69.37,Europe,3287.32
2550,39,0.2,7,5.0,117,0.92,44.94,Africa,5745.66
2551,12,1.1,3,4.57,199,0.45,69.84,South America,3579.02
2552,50,0.9,15,4.13,23,0.19,73.67,South America,11046.77
2553,18,2.1,1,4.55,70,0.58,51.49,Oceania,2464.01
2554,14,4.5,2,3.69,79,0.2,149.4,Oceania,8252.67
2555,6,5.9,10,4.42,79,0.8,117.47,Asia,2696.31
2556,50,5.6,16,4.31,168,0.31,106.94,Europe,16586.57
2557,13,1.3,15,4.53,98,0.31,129.68,Asia,6105.53
2558,7,3.5,15,5.0,14,0.87,103.3,North America,3349.66
2559,25,1.1,14,4.92,29,0.56,120.74,Europe,10220.99
2560,30,0.2,14,3.51,144,0.89,67.75,North America,7383.05
2561,12,3.6,6,3.2,87,0.41,80.05,South America,2718.04
2562,52,0.0,14,4.32,10,0.34,16.58,Asia,2140.76
2563,6,1.6,17,4.28,47,0.51,49.29,Oceania,1147.92
2564,10,1.2,18,3.63,4,0.06,61.52,Asia,2168.52
2565,32,3.5,19,3.72,12,0.15,97.57,Africa,9528.38
2566,57,4.4,17,3.81,42,0.22,74.99,Europe,19833.13
2567,33,1.1,16,4.87,4,0.82,95.1,South America,12873.74
2568,30,5.0,8,3.96,84,0.73,109.87,Africa,12261.84
2569,29,1.0,7,3.45,92,0.19,15.98,Africa,1914.44
2570,16,1.8,12,4.17,92,0.28,46.16,Asia,3054.16
2571,9,3.9,9,4.2,6,0.94,33.93,Europe,1529.56
2572,38,3.5,14,3.68,142,0.09,36.24,Asia,3893.12
2573,52,13.1,1,4.5,35,0.55,80.44,Europe,14565.58
2574,41,0.8,10,4.77,175,0.52,113.6,Africa,14272.21
2575,19,3.3,17,4.02,186,0.73,48.19,North America,2476.39
2576,48,2.8,17,3.45,65,0.26,125.42,South America,20569.14
2577,40,7.4,17,4.06,147,0.93,134.94,Africa,20831.6
2578,19,0.5,4,4.35,57,0.41,59.07,Asia,3231.82
2579,47,4.2,17,3.12,193,0.29,105.39,South America,15594.01
2580,52,2.5,18,4.44,13,0.34,26.39,Africa,5301.54
2581,27,1.0,2,4.01,136,0.35,114.16,Europe,11939.55
2582,10,1.9,8,4.22,18,0.2,33.1,Asia,1531.59
2583,50,1.2,13,4.06,163,0.93,106.24,Africa,22801.71
2584,54,2.6,15,3.82,87,0.17,69.07,Europe,17350.4
2585,48,6.6,9,4.14,114,0.88,139.98,Europe,25986.12
2586,47,2.5,3,3.95,26,0.4,75.02,Europe,14387.86
2587,49,3.0,3,4.02,166,0.27,14.33,South America,3151.0
2588,25,2.2,2,3.76,66,0.2,77.29,Asia,8363.56
2589,27,0.2,1,4.47,26,0.5,121.37,Europe,13696.12
2590,47,0.8,14,4.82,126,0.67,100.59,Africa,16795.78
2591,59,2.0,17,3.76,57,0.9,145.28,Europe,25750.35
2592,20,1.1,13,4.14,25,0.65,128.06,Asia,11397.27
2593,51,0.6,19,3.65,30,0.48,83.72,Oceania,18275.38
2594,57,2.1,15,4.39,135,0.03,38.91,Oceania,9850.65
2595,19,1.2,14,4.31,27,0.92,10.53,South America,575.87
2596,29,0.9,2,3.91,139,0.9,147.27,Europe,13442.4
2597,40,1.9,7,4.16,101,0.38,141.36,Africa,19368.21
2598,15,0.4,17,4.63,136,0.03,48.38,Asia,3773.88
2599,55,7.9,18,3.4,11,0.73,99.35,Europe,24873.65
2600,19,6.1,6,3.55,126,0.79,112.09,South America,6483.0
2601,8,3.7,8,4.49,30,0.54,90.92,North America,2923.0
2602,25,0.3,2,4.23,94,0.4,128.01,Oceania,8236.78
2603,17,4.5,1,4.16,116,0.85,20.9,Africa,1215.84
2604,26,5.0,16,4.67,15,0.19,135.51,Oceania,12388.71
2605,23,4.4,7,4.55,184,0.44,64.88,Europe,6483.18
2606,38,0.4,11,5.0,35,0.02,77.3,Europe,13397.32
2607,18,3.1,15,4.65,39,0.16,72.26,North America,4016.68
2608,8,5.4,13,4.46,24,0.94,84.38,Asia,2679.04
2609,52,2.6,2,4.17,8,0.58,93.74,North America,18892.55
2610,57,3.1,14,4.13,43,0.81,109.45,Asia,20324.63
2611,56,1.8,6,4.2,170,0.49,83.49,Europe,22656.88
2612,50,2.3,9,4.31,84,0.83,105.87,North America,24175.62
2613,31,0.1,7,3.6,169,0.54,57.36,Oceania,5433.2
2614,33,3.1,18,4.33,47,0.0,141.14,Oceania,16904.39
2615,51,0.3,9,4.08,26,0.9,19.03,Europe,2742.6
2616,32,1.7,4,4.38,180,0.15,86.38,North America,10133.33
2617,39,1.0,9,3.91,150,0.45,22.24,Europe,3507.81
2618,12,2.4,4,3.87,133,0.48,71.99,Oceania,2158.57
2619,20,0.4,12,4.32,143,0.05,46.06,Oceania,4040.42
2620,46,3.5,4,4.44,164,0.05,141.17,Europe,24855.29
2621,40,4.8,14,3.9,101,0.76,11.83,Europe,2846.79
2622,34,0.5,7,4.86,63,0.3,64.77,South America,5681.6
2623,22,0.3,13,4.86,93,0.41,119.49,North America,11572.19
2624,6,0.5,8,3.41,177,0.56,36.38,South America,902.52
2625,53,6.3,5,3.81,55,0.37,124.18,Europe,18018.79
2626,17,2.3,12,4.26,72,0.78,130.36,Africa,6979.48
2627,8,1.9,13,4.39,60,0.88,109.12,Oceania,3903.23
2628,30,0.3,14,5.0,185,0.06,39.27,Asia,3903.03
2629,29,3.1,18,4.27,29,0.64,48.09,North America,4708.35
2630,34,6.1,4,4.14,19,0.32,33.37,North America,5211.91
2631,15,5.3,18,3.63,73,0.58,35.77,Oceania,1299.16
2632,11,3.0,7,3.41,138,0.48,15.11,Asia,677.91
2633,35,0.2,15,4.13,101,0.33,130.02,South America,18071.59
2634,48,0.4,6,5.0,138,0.09,83.99,Asia,15457.32
2635,14,0.2,16,4.09,57,0.56,55.89,Africa,2538.8
2636,43,0.9,8,3.81,182,0.11,50.54,Europe,8117.88
2637,17,0.4,16,4.43,184,0.16,86.26,Asia,5803.63
2638,35,0.9,16,3.2,68,0.98,55.74,Asia,7068.43
2639,11,1.5,3,4.24,197,0.32,130.92,Europe,6109.07
2640,53,8.6,17,4.61,87,0.58,39.53,Oceania,6341.02
2641,46,2.8,9,3.73,103,0.27,133.52,North America,27034.01
2642,46,5.4,3,4.88,183,0.87,102.97,Oceania,16471.15
2643,40,3.7,7,4.53,197,0.28,143.93,Africa,27701.63
2644,24,0.4,18,4.89,72,0.37,12.12,Oceania,742.89
2645,8,4.0,12,3.51,129,0.61,18.27,Asia,793.8
2646,58,1.0,19,4.11,118,0.87,80.13,Asia,13196.29
2647,11,3.1,16,4.66,140,0.82,137.73,North America,5121.37
2648,58,1.3,17,3.45,163,0.26,112.31,Africa,19689.09
2649,5,18.2,15,4.67,116,0.83,97.1,Europe,2087.56
2650,48,0.9,1,4.11,82,0.7,14.42,Europe,3024.75
2651,49,1.0,2,4.67,161,0.99,59.58,South America,8432.85
2652,46,8.0,8,4.31,109,0.94,58.42,Africa,7424.32
2653,51,0.1,2,4.91,153,0.53,85.89,Africa,19467.2
2654,17,3.6,19,3.55,16,0.75,46.1,Asia,2735.83
2655,59,3.9,9,4.36,136,0.57,47.4,South America,9539.52
2656,26,5.4,9,3.44,35,0.59,96.92,Europe,7210.56
2657,58,11.0,13,4.41,174,0.1,142.24,Africa,29080.73
2658,25,11.1,6,4.36,139,0.0,102.43,Africa,7336.72
2659,26,0.2,15,4.06,189,0.05,103.54,North America,10745.83
2660,32,5.2,19,3.81,44,0.97,148.07,Europe,16584.79
2661,13,3.1,15,4.04,139,0.13,31.49,North America,2007.61
2662,30,3.1,18,4.25,139,0.04,14.74,South America,1336.68
2663,13,0.4,7,4.34,150,0.31,114.37,Africa,5535.86
2664,19,3.2,11,5.0,85,0.59,71.43,South America,3913.88
2665,14,12.1,8,4.64,82,0.95,70.04,Oceania,4229.35
2666,28,7.3,6,3.91,190,0.7,41.54,North America,4099.27
2667,46,1.7,8,4.49,176,0.28,80.96,Europe,10757.48
2668,12,0.1,2,4.64,102,0.94,71.9,Africa,2750.98
2669,28,1.3,19,3.87,63,0.04,58.36,Oceania,3923.63
2670,20,5.3,16,4.55,179,0.98,71.98,Oceania,3067.23
2671,53,3.6,7,3.46,173,0.06,63.74,Europe,12307.52
2672,30,1.8,10,3.85,33,0.75,141.59,South America,13849.75
2673,31,0.2,12,3.49,60,0.05,147.24,Oceania,21360.76
2674,41,1.7,17,4.09,123,0.93,127.59,Asia,14921.16
2675,8,1.9,7,3.96,2,0.11,148.66,Europe,5145.71
2676,54,7.9,8,4.0,141,0.05,47.2,Oceania,8400.51
2677,28,3.1,7,4.61,194,0.89,128.01,Europe,10389.46
2678,23,1.1,4,4.25,57,0.1,66.93,Europe,7264.89
2679,40,2.2,3,4.6,171,0.8,114.46,Africa,19675.96
2680,43,0.2,19,5.0,45,0.75,38.19,South America,6623.69
2681,14,10.8,15,5.0,31,0.6,123.67,South America,7170.23
2682,29,1.3,4,4.13,138,0.38,21.69,Africa,2666.55
2683,22,1.9,9,4.47,23,0.92,47.88,Europe,4166.17
2684,23,1.3,13,4.12,29,0.87,125.07,Europe,7309.57
2685,40,3.4,18,4.71,31,0.43,114.6,Asia,11532.99
2686,14,3.3,16,4.61,18,0.23,80.17,Oceania,4638.5
